Income,Kidhome,Teenhome,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Age,NumOfDayEnrolled,Married,Together,Single,Divorced,Widow,Other,Basic,Graduation,Master,PhD
45204.0,1.0,0.0,30.0,11.0,25.0,29.0,1.0,18.0,47.0,993.0,0,1,0,0,0,0,0,0,0,1
72460.0,0.0,0.0,377.0,10.0,540.0,80.0,30.0,10.0,37.0,1457.0,1,0,0,0,0,0,0,0,0,1
77622.0,0.0,2.0,520.0,7.0,154.0,19.0,0.0,14.0,55.0,1576.0,0,0,0,1,0,0,0,1,0,0
30732.0,1.0,0.0,155.0,1.0,25.0,0.0,1.0,3.0,39.0,1377.0,0,1,0,0,0,0,0,1,0,0
63887.0,0.0,1.0,897.0,23.0,207.0,15.0,11.0,92.0,41.0,1529.0,0,1,0,0,0,0,0,1,0,0
42011.0,1.0,0.0,131.0,0.0,16.0,2.0,1.0,39.0,65.0,1484.0,0,0,0,1,0,0,0,1,0,0
51369.0,0.0,1.0,297.0,7.0,79.0,0.0,11.0,182.0,45.0,1607.0,1,0,0,0,0,0,0,0,0,1
51537.0,0.0,1.0,787.0,20.0,204.0,0.0,0.0,92.0,31.0,1050.0,0,1,0,0,0,0,0,0,0,1
79930.0,0.0,0.0,792.0,86.0,740.0,67.0,51.0,17.0,51.0,1383.0,0,0,1,0,0,0,0,1,0,0
34320.0,1.0,0.0,4.0,1.0,9.0,3.0,0.0,0.0,55.0,1457.0,0,0,0,1,0,0,0,0,1,0
37070.0,1.0,1.0,231.0,7.0,137.0,4.0,15.0,39.0,46.0,1327.0,0,1,0,0,0,0,0,1,0,0
81975.0,0.0,1.0,983.0,76.0,184.0,180.0,138.0,27.0,66.0,991.0,0,0,1,0,0,0,0,1,0,0
38590.0,1.0,0.0,3.0,1.0,8.0,4.0,3.0,3.0,52.0,1380.0,1,0,0,0,0,0,0,0,0,1
15033.0,0.0,0.0,0.0,4.0,5.0,6.0,0.0,4.0,42.0,1119.0,1,0,0,0,0,0,0,0,1,0
62745.0,0.0,1.0,562.0,21.0,464.0,28.0,10.0,32.0,35.0,1124.0,0,1,0,0,0,0,0,0,1,0
22212.0,1.0,0.0,5.0,9.0,20.0,6.0,8.0,21.0,59.0,1185.0,0,0,1,0,0,0,0,0,0,1
23661.0,1.0,0.0,18.0,0.0,4.0,0.0,0.0,1.0,44.0,1102.0,0,0,1,0,0,0,0,1,0,0
79761.0,0.0,1.0,415.0,5.0,124.0,15.0,35.0,11.0,124.0,960.0,0,0,1,0,0,0,0,0,1,0
7500.0,1.0,0.0,5.0,3.0,10.0,12.0,7.0,20.0,49.0,1161.0,0,0,0,0,1,0,0,1,0,0
60182.0,0.0,1.0,8.0,0.0,5.0,7.0,0.0,2.0,59.0,1470.0,0,1,0,0,0,0,0,1,0,0
73455.0,0.0,0.0,901.0,61.0,757.0,186.0,163.0,20.0,46.0,1250.0,0,0,1,0,0,0,0,1,0,0
64961.0,0.0,1.0,382.0,114.0,276.0,75.0,124.0,38.0,27.0,1130.0,1,0,0,0,0,0,0,1,0,0
22804.0,1.0,0.0,14.0,1.0,7.0,2.0,1.0,1.0,59.0,1598.0,1,0,0,0,0,0,0,1,0,0
73687.0,0.0,0.0,559.0,153.0,503.0,218.0,13.0,181.0,53.0,941.0,1,0,0,0,0,0,0,0,0,1
61074.0,0.0,1.0,789.0,0.0,133.0,0.0,28.0,152.0,45.0,1322.0,1,0,0,0,0,0,0,1,0,0
31686.0,1.0,1.0,11.0,0.0,5.0,0.0,0.0,1.0,64.0,1453.0,1,0,0,0,0,0,0,1,0,0
80134.0,1.0,0.0,1218.0,16.0,272.0,104.0,0.0,80.0,29.0,1584.0,1,0,0,0,0,0,0,0,0,1
75027.0,0.0,1.0,925.0,64.0,179.0,133.0,12.0,77.0,48.0,1525.0,0,1,0,0,0,0,0,0,1,0
67546.0,0.0,0.0,864.0,134.0,768.0,150.0,38.0,172.0,42.0,1203.0,0,0,1,0,0,0,0,0,1,0
65176.0,0.0,1.0,960.0,28.0,183.0,220.0,70.0,70.0,32.0,1162.0,0,0,1,0,0,0,0,1,0,0
31160.0,1.0,0.0,16.0,3.0,25.0,6.0,1.0,13.0,43.0,1367.0,0,0,0,1,0,0,0,1,0,0
29938.0,1.0,0.0,3.0,3.0,7.0,0.0,2.0,11.0,59.0,1562.0,0,1,0,0,0,0,0,0,1,0
102692.0,0.0,0.0,168.0,148.0,444.0,32.0,172.0,148.0,50.0,1586.0,0,1,0,0,0,0,0,1,0,0
26490.0,0.0,0.0,45.0,47.0,52.0,21.0,20.0,25.0,43.0,1541.0,0,0,1,0,0,0,0,0,0,1
75702.0,1.0,1.0,650.0,28.0,353.0,45.0,42.0,30.0,56.0,1538.0,0,1,0,0,0,0,0,0,0,1
30899.0,1.0,0.0,24.0,0.0,8.0,0.0,0.0,1.0,53.0,1532.0,0,0,1,0,0,0,0,1,0,0
63342.0,0.0,1.0,918.0,21.0,118.0,13.0,10.0,21.0,53.0,1307.0,0,0,1,0,0,0,0,1,0,0
45989.0,0.0,1.0,138.0,33.0,87.0,28.0,24.0,12.0,60.0,1120.0,0,0,1,0,0,0,0,0,0,1
18701.0,1.0,1.0,12.0,4.0,2.0,10.0,6.0,10.0,38.0,1544.0,0,0,0,1,0,0,0,1,0,0
40737.0,2.0,1.0,11.0,0.0,4.0,0.0,0.0,2.0,49.0,1320.0,0,0,0,1,0,0,0,0,0,1
15287.0,1.0,0.0,1.0,2.0,8.0,4.0,3.0,13.0,47.0,929.0,1,0,0,0,0,0,0,0,1,0
69674.0,0.0,2.0,554.0,41.0,215.0,11.0,0.0,24.0,39.0,1500.0,1,0,0,0,0,0,0,0,0,1
44159.0,1.0,0.0,167.0,2.0,62.0,24.0,13.0,7.0,65.0,1428.0,0,1,0,0,0,0,0,0,1,0
37717.0,1.0,0.0,9.0,0.0,6.0,4.0,1.0,5.0,51.0,1389.0,1,0,0,0,0,0,0,0,1,0
43776.0,1.0,1.0,177.0,2.0,71.0,3.0,2.0,20.0,54.0,920.0,1,0,0,0,0,0,0,1,0,0
38179.0,1.0,1.0,38.0,4.0,22.0,4.0,2.0,20.0,47.0,1539.0,1,0,0,0,0,0,0,0,0,1
80124.0,0.0,0.0,483.0,84.0,398.0,205.0,84.0,241.0,47.0,1292.0,1,0,0,0,0,0,0,1,0,0
38097.0,1.0,1.0,77.0,2.0,35.0,0.0,1.0,69.0,47.0,1185.0,0,1,0,0,0,0,0,1,0,0
72940.0,0.0,0.0,182.0,74.0,298.0,162.0,149.0,116.0,64.0,1562.0,0,0,1,0,0,0,0,1,0,0
22070.0,1.0,0.0,10.0,7.0,19.0,8.0,2.0,21.0,34.0,1018.0,0,0,1,0,0,0,0,0,1,0
69267.0,0.0,0.0,778.0,44.0,499.0,95.0,73.0,146.0,42.0,1062.0,0,1,0,0,0,0,0,0,0,1
31788.0,1.0,0.0,16.0,7.0,23.0,0.0,8.0,6.0,57.0,1001.0,1,0,0,0,0,0,0,1,0,0
61905.0,0.0,1.0,167.0,0.0,43.0,6.0,2.0,13.0,54.0,1425.0,0,0,0,1,0,0,0,1,0,0
29315.0,1.0,1.0,13.0,2.0,14.0,8.0,7.0,4.0,54.0,1203.0,0,1,0,0,0,0,0,0,0,1
33378.0,1.0,1.0,33.0,6.0,40.0,3.0,7.0,10.0,61.0,1445.0,0,0,1,0,0,0,0,1,0,0
66313.0,0.0,1.0,625.0,7.0,99.0,10.0,22.0,7.0,36.0,977.0,0,1,0,0,0,0,0,0,1,0
60714.0,0.0,0.0,216.0,162.0,224.0,101.0,92.0,162.0,31.0,1370.0,0,0,1,0,0,0,0,0,0,1
77882.0,0.0,0.0,68.0,129.0,396.0,188.0,22.0,15.0,49.0,1351.0,0,0,0,1,0,0,0,0,1,0
69867.0,0.0,0.0,196.0,0.0,512.0,33.0,130.0,54.0,36.0,1420.0,1,0,0,0,0,0,1,0,0,0
63841.0,0.0,1.0,635.0,15.0,100.0,20.0,7.0,131.0,41.0,1529.0,0,1,0,0,0,0,0,1,0,0
24480.0,1.0,0.0,4.0,19.0,9.0,28.0,25.0,17.0,71.0,1584.0,0,1,0,0,0,0,0,1,0,0
51369.0,0.0,1.0,297.0,7.0,79.0,0.0,11.0,182.0,43.0,1037.0,0,1,0,0,0,0,0,0,0,1
37760.0,0.0,0.0,84.0,5.0,38.0,150.0,12.0,28.0,42.0,990.0,1,0,0,0,0,0,0,0,1,0
65640.0,0.0,1.0,204.0,7.0,149.0,20.0,15.0,66.0,43.0,1269.0,1,0,0,0,0,0,0,1,0,0
44319.0,1.0,1.0,26.0,0.0,8.0,0.0,0.0,3.0,65.0,1433.0,0,1,0,0,0,0,0,1,0,0
30631.0,1.0,0.0,15.0,6.0,20.0,4.0,5.0,20.0,61.0,1454.0,0,1,0,0,0,0,0,0,1,0
75278.0,0.0,0.0,304.0,98.0,230.0,150.0,74.0,74.0,51.0,965.0,0,0,0,0,1,0,0,1,0,0
50898.0,1.0,1.0,285.0,28.0,242.0,55.0,114.0,135.0,68.0,1298.0,0,0,0,1,0,0,0,0,1,0
79946.0,0.0,0.0,395.0,183.0,565.0,166.0,141.0,28.0,33.0,1277.0,0,1,0,0,0,0,0,0,1,0
35416.0,0.0,0.0,248.0,3.0,81.0,4.0,3.0,51.0,48.0,1101.0,0,1,0,0,0,0,0,1,0,0
32414.0,0.0,0.0,20.0,6.0,5.0,0.0,9.0,12.0,37.0,1523.0,1,0,0,0,0,0,0,1,0,0
38361.0,1.0,0.0,39.0,0.0,56.0,20.0,8.0,14.0,46.0,1082.0,0,1,0,0,0,0,0,1,0,0
82497.0,0.0,0.0,777.0,129.0,573.0,216.0,21.0,203.0,52.0,1391.0,0,1,0,0,0,0,0,1,0,0
16626.0,2.0,0.0,8.0,3.0,22.0,21.0,1.0,13.0,65.0,1592.0,0,1,0,0,0,0,0,0,1,0
29672.0,1.0,1.0,9.0,1.0,3.0,0.0,4.0,8.0,29.0,1396.0,0,0,0,1,0,0,0,0,1,0
55951.0,0.0,1.0,1241.0,0.0,80.0,0.0,13.0,40.0,31.0,1449.0,0,1,0,0,0,0,0,0,1,0
35388.0,1.0,0.0,6.0,4.0,7.0,4.0,3.0,8.0,35.0,1450.0,0,0,1,0,0,0,0,1,0,0
42386.0,1.0,0.0,65.0,4.0,16.0,0.0,4.0,11.0,52.0,1021.0,0,0,0,1,0,0,0,0,0,1
68627.0,0.0,0.0,395.0,15.0,263.0,60.0,54.0,38.0,59.0,991.0,0,0,0,1,0,0,0,1,0,0
57912.0,0.0,1.0,801.0,0.0,80.0,0.0,0.0,35.0,61.0,1177.0,0,1,0,0,0,0,0,0,1,0
35246.0,1.0,1.0,36.0,0.0,12.0,2.0,2.0,10.0,39.0,1037.0,1,0,0,0,0,0,0,0,0,1
58821.0,0.0,1.0,513.0,14.0,154.0,19.0,0.0,28.0,29.0,994.0,0,0,1,0,0,0,0,1,0,0
46377.0,1.0,0.0,37.0,0.0,46.0,4.0,3.0,0.0,33.0,1101.0,0,1,0,0,0,0,0,1,0,0
39747.0,1.0,0.0,80.0,15.0,93.0,20.0,13.0,52.0,56.0,1375.0,1,0,0,0,0,0,0,0,1,0
23976.0,1.0,0.0,14.0,1.0,21.0,2.0,3.0,25.0,51.0,1566.0,0,0,0,0,1,0,0,1,0,0
80950.0,0.0,0.0,525.0,147.0,112.0,219.0,147.0,63.0,70.0,1033.0,0,0,1,0,0,0,0,1,0,0
27038.0,0.0,0.0,1.0,26.0,25.0,17.0,23.0,15.0,53.0,1209.0,1,0,0,0,0,0,0,0,1,0
77457.0,0.0,0.0,675.0,11.0,400.0,15.0,45.0,11.0,25.0,1345.0,0,1,0,0,0,0,0,0,1,0
64100.0,0.0,1.0,509.0,0.0,27.0,0.0,0.0,10.0,41.0,1079.0,0,0,0,1,0,0,0,1,0,0
42670.0,0.0,0.0,154.0,2.0,46.0,20.0,4.0,15.0,50.0,1161.0,1,0,0,0,0,0,0,1,0,0
12571.0,1.0,0.0,3.0,5.0,14.0,2.0,12.0,17.0,41.0,1425.0,0,0,1,0,0,0,0,0,1,0
22574.0,2.0,1.0,25.0,0.0,8.0,2.0,0.0,2.0,51.0,1111.0,1,0,0,0,0,0,0,1,0,0
70893.0,0.0,0.0,768.0,44.0,561.0,77.0,44.0,14.0,61.0,1027.0,0,1,0,0,0,0,0,0,1,0
54198.0,1.0,1.0,185.0,0.0,28.0,3.0,2.0,17.0,45.0,1252.0,1,0,0,0,0,0,0,1,0,0
28839.0,1.0,1.0,24.0,0.0,7.0,0.0,0.0,1.0,32.0,1601.0,0,0,1,0,0,0,0,1,0,0
40321.0,1.0,1.0,44.0,4.0,21.0,6.0,0.0,27.0,66.0,1265.0,1,0,0,0,0,0,0,1,0,0
66503.0,1.0,0.0,91.0,64.0,128.0,65.0,3.0,50.0,46.0,1445.0,1,0,0,0,0,0,0,1,0,0
30833.0,1.0,1.0,11.0,0.0,7.0,3.0,1.0,6.0,43.0,1280.0,1,0,0,0,0,0,0,1,0,0
64795.0,0.0,1.0,412.0,5.0,119.0,38.0,29.0,77.0,52.0,1057.0,0,0,0,1,0,0,0,0,0,1
34421.0,1.0,0.0,3.0,3.0,7.0,6.0,2.0,9.0,56.0,1424.0,0,0,0,1,0,0,0,0,0,1
47025.0,1.0,1.0,16.0,0.0,3.0,0.0,0.0,1.0,64.0,1451.0,0,0,1,0,0,0,0,1,0,0
64325.0,0.0,1.0,731.0,60.0,353.0,78.0,12.0,73.0,60.0,1276.0,1,0,0,0,0,0,0,1,0,0
40464.0,0.0,1.0,424.0,17.0,118.0,7.0,23.0,41.0,41.0,1279.0,0,0,0,1,0,0,0,0,0,1
62187.0,0.0,0.0,792.0,0.0,275.0,45.0,45.0,126.0,33.0,1151.0,1,0,0,0,0,0,0,1,0,0
14849.0,1.0,0.0,21.0,2.0,28.0,3.0,2.0,9.0,67.0,1333.0,1,0,0,0,0,0,0,0,0,1
27255.0,1.0,0.0,22.0,1.0,11.0,0.0,1.0,2.0,31.0,1418.0,0,0,1,0,0,0,0,0,0,1
54432.0,2.0,1.0,33.0,0.0,5.0,0.0,0.0,0.0,34.0,1356.0,0,0,1,0,0,0,0,1,0,0
29999.0,1.0,0.0,68.0,7.0,59.0,10.0,5.0,11.0,28.0,1208.0,0,0,1,0,0,0,0,0,0,1
24072.0,1.0,0.0,9.0,1.0,6.0,3.0,0.0,4.0,61.0,1369.0,1,0,0,0,0,0,0,0,0,1
33996.0,0.0,0.0,40.0,2.0,15.0,8.0,0.0,6.0,46.0,1452.0,1,0,0,0,0,0,0,0,1,0
66334.0,0.0,1.0,909.0,11.0,218.0,0.0,0.0,23.0,34.0,1281.0,0,1,0,0,0,0,0,1,0,0
35178.0,1.0,0.0,23.0,1.0,13.0,2.0,2.0,18.0,57.0,1572.0,0,0,0,1,0,0,0,1,0,0
22010.0,1.0,0.0,11.0,2.0,9.0,3.0,0.0,8.0,49.0,1487.0,0,0,0,1,0,0,0,1,0,0
62204.0,0.0,2.0,317.0,46.0,247.0,151.0,46.0,139.0,45.0,1511.0,1,0,0,0,0,0,0,1,0,0
75693.0,0.0,0.0,797.0,153.0,293.0,72.0,97.0,30.0,52.0,1400.0,0,1,0,0,0,0,0,1,0,0
30675.0,1.0,0.0,10.0,2.0,16.0,11.0,2.0,21.0,118.0,1193.0,0,1,0,0,0,0,0,0,0,1
83003.0,0.0,0.0,856.0,61.0,570.0,40.0,25.0,122.0,29.0,1605.0,0,0,1,0,0,0,0,1,0,0
83532.0,0.0,0.0,755.0,144.0,562.0,104.0,64.0,224.0,31.0,1121.0,0,0,0,1,0,0,0,1,0,0
68655.0,0.0,0.0,456.0,19.0,832.0,75.0,118.0,38.0,48.0,1500.0,1,0,0,0,0,0,0,0,0,1
41411.0,0.0,0.0,37.0,32.0,38.0,11.0,3.0,18.0,67.0,1298.0,0,1,0,0,0,0,0,0,0,1
55212.0,0.0,1.0,1103.0,0.0,45.0,0.0,0.0,34.0,44.0,1235.0,0,1,0,0,0,0,1,0,0,0
59292.0,0.0,1.0,378.0,14.0,68.0,19.0,14.0,14.0,65.0,1148.0,0,0,0,1,0,0,0,1,0,0
27190.0,1.0,0.0,1.0,6.0,7.0,0.0,1.0,3.0,52.0,1288.0,1,0,0,0,0,0,0,1,0,0
82623.0,0.0,0.0,204.0,34.0,204.0,172.0,153.0,173.0,47.0,930.0,0,0,0,1,0,0,0,1,0,0
44300.0,1.0,1.0,30.0,0.0,9.0,0.0,0.0,3.0,46.0,1468.0,0,0,0,0,1,0,0,1,0,0
84835.0,0.0,0.0,189.0,104.0,379.0,111.0,189.0,218.0,41.0,1094.0,1,0,0,0,0,0,0,0,1,0
30372.0,1.0,1.0,15.0,0.0,12.0,7.0,3.0,7.0,60.0,1111.0,1,0,0,0,0,0,0,1,0,0
33181.0,1.0,0.0,9.0,0.0,3.0,0.0,0.0,4.0,31.0,1452.0,1,0,0,0,0,0,0,1,0,0
71113.0,0.0,1.0,495.0,33.0,255.0,11.0,33.0,8.0,51.0,1161.0,0,0,1,0,0,0,0,0,0,1
71952.0,1.0,0.0,656.0,80.0,455.0,52.0,107.0,93.0,43.0,1527.0,1,0,0,0,0,0,0,1,0,0
69759.0,0.0,0.0,452.0,20.0,514.0,13.0,30.0,0.0,41.0,1471.0,0,0,1,0,0,0,0,0,0,1
72099.0,0.0,0.0,546.0,91.0,410.0,119.0,0.0,22.0,39.0,1129.0,0,0,1,0,0,0,0,1,0,0
60000.0,0.0,1.0,1048.0,0.0,217.0,0.0,0.0,12.0,62.0,1331.0,1,0,0,0,0,0,0,1,0,0
38643.0,1.0,1.0,22.0,2.0,14.0,0.0,1.0,10.0,48.0,1481.0,1,0,0,0,0,0,0,0,0,1
50737.0,0.0,1.0,78.0,0.0,11.0,0.0,0.0,10.0,74.0,1230.0,1,0,0,0,0,0,0,0,1,0
68462.0,0.0,0.0,561.0,64.0,785.0,84.0,128.0,48.0,69.0,1181.0,0,1,0,0,0,0,0,0,0,1
65073.0,0.0,0.0,629.0,17.0,177.0,69.0,0.0,8.0,60.0,1556.0,1,0,0,0,0,0,0,1,0,0
46681.0,0.0,2.0,269.0,15.0,69.0,15.0,19.0,38.0,48.0,1016.0,0,0,0,0,1,0,0,0,0,1
78618.0,0.0,0.0,736.0,163.0,818.0,212.0,163.0,61.0,39.0,1042.0,1,0,0,0,0,0,0,1,0,0
62187.0,0.0,1.0,512.0,0.0,83.0,0.0,0.0,41.0,39.0,1500.0,1,0,0,0,0,0,0,0,0,1
28442.0,2.0,0.0,19.0,3.0,10.0,11.0,8.0,6.0,50.0,1465.0,1,0,0,0,0,0,0,1,0,0
37717.0,1.0,0.0,9.0,0.0,6.0,4.0,1.0,5.0,48.0,1594.0,0,0,1,0,0,0,0,1,0,0
51479.0,1.0,1.0,247.0,8.0,160.0,6.0,8.0,65.0,57.0,1325.0,1,0,0,0,0,0,0,1,0,0
54803.0,0.0,1.0,404.0,0.0,92.0,28.0,27.0,142.0,41.0,1387.0,0,0,0,1,0,0,0,1,0,0
79530.0,0.0,0.0,333.0,0.0,815.0,129.0,42.0,29.0,55.0,1506.0,0,1,0,0,0,0,0,1,0,0
31615.0,1.0,0.0,2.0,3.0,20.0,6.0,11.0,9.0,42.0,1492.0,0,0,1,0,0,0,0,0,0,1
72025.0,0.0,0.0,833.0,33.0,549.0,151.0,133.0,233.0,33.0,985.0,1,0,0,0,0,0,0,0,1,0
52614.0,0.0,1.0,789.0,0.0,142.0,12.0,9.0,38.0,42.0,1526.0,1,0,0,0,0,0,0,1,0,0
35684.0,1.0,0.0,10.0,4.0,7.0,0.0,6.0,3.0,47.0,1221.0,0,0,1,0,0,0,0,0,1,0
48178.0,1.0,1.0,159.0,4.0,45.0,6.0,2.0,38.0,51.0,1512.0,0,0,1,0,0,0,0,1,0,0
29548.0,1.0,0.0,7.0,1.0,6.0,3.0,1.0,11.0,45.0,1289.0,0,0,1,0,0,0,0,0,0,1
63810.0,0.0,1.0,977.0,12.0,253.0,16.0,12.0,101.0,42.0,1597.0,0,0,1,0,0,0,0,0,1,0
38578.0,1.0,1.0,38.0,4.0,22.0,3.0,3.0,3.0,47.0,1385.0,0,0,1,0,0,0,0,1,0,0
46098.0,1.0,1.0,57.0,0.0,27.0,0.0,0.0,36.0,28.0,1463.0,0,0,1,0,0,0,0,1,0,0
22585.0,0.0,0.0,3.0,9.0,15.0,13.0,2.0,39.0,56.0,1187.0,0,1,0,0,0,0,0,0,0,1
30279.0,1.0,0.0,10.0,4.0,14.0,4.0,4.0,1.0,48.0,1297.0,0,0,1,0,0,0,0,1,0,0
66426.0,0.0,1.0,1043.0,24.0,97.0,32.0,24.0,157.0,48.0,1454.0,1,0,0,0,0,0,0,0,0,1
30822.0,1.0,0.0,3.0,9.0,13.0,2.0,12.0,12.0,32.0,1144.0,1,0,0,0,0,0,0,1,0,0
33581.0,2.0,0.0,11.0,0.0,5.0,0.0,0.0,1.0,63.0,1481.0,0,0,0,0,1,0,0,1,0,0
19986.0,1.0,0.0,3.0,6.0,5.0,0.0,2.0,6.0,44.0,1593.0,1,0,0,0,0,0,0,0,1,0
27421.0,0.0,0.0,43.0,12.0,96.0,78.0,40.0,55.0,36.0,1008.0,0,0,1,0,0,0,0,0,1,0
35688.0,2.0,1.0,73.0,3.0,90.0,12.0,1.0,32.0,46.0,1327.0,0,0,1,0,0,0,0,1,0,0
36143.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,6.0,49.0,1173.0,0,1,0,0,0,0,0,0,1,0
10245.0,1.0,0.0,4.0,7.0,7.0,6.0,4.0,13.0,57.0,1549.0,0,1,0,0,0,0,0,1,0,0
43795.0,0.0,1.0,314.0,11.0,53.0,4.0,3.0,107.0,68.0,1585.0,0,1,0,0,0,0,0,1,0,0
63381.0,0.0,1.0,571.0,50.0,142.0,33.0,50.0,159.0,49.0,1334.0,0,0,0,1,0,0,0,0,0,1
38823.0,0.0,1.0,70.0,0.0,11.0,2.0,8.0,23.0,38.0,1094.0,0,1,0,0,0,0,0,1,0,0
83664.0,1.0,1.0,866.0,21.0,151.0,28.0,21.0,86.0,38.0,1119.0,0,1,0,0,0,0,0,0,1,0
90300.0,0.0,0.0,594.0,134.0,786.0,33.0,134.0,57.0,24.0,973.0,0,0,1,0,0,0,0,1,0,0
62499.0,1.0,0.0,140.0,4.0,61.0,0.0,13.0,4.0,71.0,1354.0,1,0,0,0,0,0,0,0,0,1
74293.0,0.0,0.0,375.0,152.0,335.0,93.0,91.0,81.0,49.0,1041.0,1,0,0,0,0,0,0,0,1,0
51012.0,0.0,0.0,102.0,9.0,63.0,2.0,9.0,24.0,26.0,1183.0,0,1,0,0,0,0,0,0,0,1
70777.0,0.0,1.0,554.0,35.0,113.0,0.0,7.0,78.0,46.0,1569.0,1,0,0,0,0,0,0,1,0,0
68682.0,0.0,0.0,919.0,0.0,505.0,99.0,30.0,45.0,33.0,1584.0,0,1,0,0,0,0,0,1,0,0
43824.0,1.0,1.0,96.0,1.0,42.0,12.0,3.0,32.0,30.0,1469.0,0,0,1,0,0,0,0,1,0,0
15345.0,1.0,0.0,5.0,2.0,16.0,3.0,2.0,19.0,37.0,1514.0,0,1,0,0,0,0,0,0,1,0
23442.0,1.0,0.0,2.0,0.0,6.0,8.0,6.0,5.0,61.0,1380.0,0,0,0,1,0,0,0,0,1,0
14515.0,1.0,0.0,6.0,4.0,9.0,6.0,36.0,35.0,52.0,1557.0,0,1,0,0,0,0,0,1,0,0
31395.0,1.0,1.0,23.0,1.0,25.0,0.0,8.0,7.0,43.0,1235.0,0,0,1,0,0,0,0,1,0,0
75276.0,0.0,0.0,610.0,105.0,125.0,137.0,42.0,21.0,57.0,1392.0,0,1,0,0,0,0,0,1,0,0
42373.0,1.0,1.0,67.0,5.0,61.0,3.0,8.0,19.0,62.0,1167.0,0,0,1,0,0,0,0,0,0,1
30507.0,0.0,0.0,65.0,36.0,74.0,38.0,20.0,110.0,52.0,937.0,1,0,0,0,0,0,0,1,0,0
55521.0,1.0,2.0,416.0,0.0,26.0,0.0,0.0,4.0,45.0,1585.0,0,0,1,0,0,0,0,0,0,1
48006.0,1.0,1.0,23.0,0.0,11.0,3.0,2.0,2.0,46.0,947.0,0,0,0,1,0,0,0,0,0,1
27213.0,1.0,0.0,19.0,3.0,26.0,10.0,9.0,3.0,43.0,1305.0,0,1,0,0,0,0,0,0,0,1
65808.0,1.0,1.0,155.0,7.0,80.0,13.0,7.0,10.0,54.0,1537.0,1,0,0,0,0,0,0,1,0,0
30351.0,1.0,0.0,14.0,0.0,24.0,3.0,3.0,2.0,35.0,1506.0,0,0,1,0,0,0,0,0,1,0
50437.0,0.0,2.0,370.0,9.0,92.0,6.0,9.0,4.0,41.0,1514.0,1,0,0,0,0,0,0,1,0,0
23616.0,1.0,0.0,4.0,22.0,11.0,3.0,7.0,32.0,62.0,1373.0,1,0,0,0,0,0,0,0,0,1
53858.0,0.0,1.0,407.0,53.0,221.0,58.0,150.0,26.0,30.0,1593.0,0,0,1,0,0,0,0,1,0,0
66465.0,0.0,1.0,1200.0,0.0,204.0,38.0,29.0,14.0,55.0,1439.0,0,1,0,0,0,0,0,1,0,0
46923.0,1.0,0.0,85.0,44.0,54.0,102.0,78.0,6.0,74.0,1007.0,1,0,0,0,0,0,0,0,0,1
75072.0,0.0,1.0,583.0,34.0,309.0,0.0,22.0,125.0,42.0,1138.0,0,1,0,0,0,0,0,0,1,0
75865.0,0.0,0.0,483.0,0.0,591.0,156.0,0.0,12.0,23.0,1052.0,0,1,0,0,0,0,0,1,0,0
19789.0,1.0,0.0,2.0,5.0,9.0,28.0,6.0,28.0,36.0,1409.0,0,0,1,0,0,0,0,1,0,0
80134.0,0.0,0.0,966.0,26.0,282.0,52.0,26.0,26.0,46.0,1398.0,1,0,0,0,0,0,0,0,1,0
91065.0,0.0,0.0,822.0,114.0,108.0,179.0,137.0,114.0,44.0,971.0,1,0,0,0,0,0,0,0,0,1
49505.0,1.0,1.0,604.0,0.0,100.0,19.0,0.0,28.0,34.0,955.0,1,0,0,0,0,0,0,1,0,0
37401.0,1.0,0.0,19.0,3.0,19.0,3.0,1.0,3.0,35.0,941.0,0,1,0,0,0,0,0,0,1,0
30096.0,1.0,0.0,5.0,3.0,11.0,12.0,5.0,9.0,43.0,1307.0,1,0,0,0,0,0,0,0,1,0
18492.0,1.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,76.0,1359.0,1,0,0,0,0,0,0,0,0,1
82584.0,0.0,0.0,1076.0,68.0,103.0,29.0,91.0,68.0,64.0,1124.0,1,0,0,0,0,0,0,1,0,0
93027.0,0.0,0.0,1285.0,42.0,716.0,55.0,0.0,21.0,31.0,983.0,1,0,0,0,0,0,0,1,0,0
48686.0,1.0,2.0,10.0,0.0,7.0,2.0,0.0,1.0,28.0,1002.0,1,0,0,0,0,0,0,1,0,0
92910.0,0.0,0.0,551.0,137.0,792.0,179.0,103.0,33.0,28.0,973.0,0,1,0,0,0,0,0,0,1,0
75433.0,1.0,0.0,800.0,0.0,297.0,0.0,34.0,57.0,49.0,1347.0,1,0,0,0,0,0,0,1,0,0
10404.0,1.0,0.0,2.0,2.0,11.0,10.0,6.0,12.0,56.0,1333.0,0,0,1,0,0,0,0,0,0,1
61314.0,0.0,1.0,378.0,0.0,189.0,97.0,172.0,172.0,28.0,1525.0,1,0,0,0,0,0,0,1,0,0
84865.0,0.0,0.0,1248.0,16.0,349.0,43.0,16.0,16.0,50.0,1439.0,0,1,0,0,0,0,0,0,1,0
42387.0,1.0,0.0,235.0,0.0,235.0,19.0,4.0,191.0,53.0,1133.0,1,0,0,0,0,0,0,1,0,0
